Drug Name,Drug ID,Cell Line Name,Cosmic ID,TCGA Classification,Tissue,Tissue Sub-type,IC50,AUC,Max Conc,RMSE,Z score,Dataset Version
"Serdemetan","1133","GRANTA-519","1303897","DLBC","blood","B_cell_lymphoma","2.1464857651273821",".85756623832380507","10",".087966258781767906","-1.2568343243637923","GDSC2"
"Serdemetan","1133","JEKO-1","1327765","DLBC","blood","B_cell_lymphoma","2.8913652675570254",".94366970102238135","10",".038058781731775564","-.67327470143616353","GDSC2"
"Serdemetan","1133","JM1","1327768","DLBC","blood","B_cell_lymphoma","1.7336288708544345",".8889192475199571","10",".076917333065917234","-1.5802780662833114","GDSC2"
"Serdemetan","1133","JSC-1","1327769","DLBC","blood","B_cell_lymphoma","2.2553578858894721",".89822163733611871","10",".072359003831934388","-1.1715408325546826","GDSC2"
"Serdemetan","1133","KARPAS-1106P","1327773","DLBC","blood","B_cell_lymphoma","2.8407382462427",".9392397734762491","10",".033746235014599738","-.71293733864361875","GDSC2"
"Serdemetan","1133","NU-DUL-1","1330982","DLBC","blood","B_cell_lymphoma","1.4531490306388095",".84007454485623845","10",".062878597152012536","-1.8000138883339274","GDSC2"
"Serdemetan","1133","OCI-LY-19","1330984","DLBC","blood","B_cell_lymphoma","1.8859967324889657",".87824765006503791","10",".048123454839636128","-1.4609087836118033","GDSC2"
"Serdemetan","1133","SLVL","1331032","DLBC","blood","B_cell_lymphoma","2.000233091981297",".86014065665692474","10",".053047808677524906","-1.3714127958009876","GDSC2"
"Serdemetan","1133","SU-DHL-10","1331033","DLBC","blood","B_cell_lymphoma","3.3416957416501036",".98222771709152501","10",".014014981868408308","-.32047309956982811","GDSC2"
"Serdemetan","1133","SU-DHL-16","1331034","DLBC","blood","B_cell_lymphoma","2.5778770053081028",".95459926515949578","10",".036073186613879482","-.91887025281529155","GDSC2"
"Serdemetan","1133","SU-DHL-4","1331035","DLBC","blood","B_cell_lymphoma","3.0895765872703138",".96506684039167356","10",".042741839936008504","-.51799035998954202","GDSC2"
"Serdemetan","1133","SU-DHL-5","1331036","DLBC","blood","B_cell_lymphoma","2.0630043571118528",".92950697014033978","10",".054672162097652882","-1.3222360152736736","GDSC2"
"Serdemetan","1133","SU-DHL-6","1331037","DLBC","blood","B_cell_lymphoma","1.7726936657012045",".88425695779221225","10",".052522702858030144","-1.5496736035800573","GDSC2"
"Serdemetan","1133","SU-DHL-8","1331038","DLBC","blood","B_cell_lymphoma","4.2332589083163397",".99570258009443247","10",".12948806984410416",".37800264537799821","GDSC2"
"Serdemetan","1133","TK","1331045","DLBC","blood","B_cell_lymphoma","2.6436060729996123",".93990037024770023","10",".079100168529157425","-.86737624629164611","GDSC2"
"Serdemetan","1133","VAL","1331048","DLBC","blood","B_cell_lymphoma","2.9543426824036549",".92578646852427704","10",".054697129885705312","-.62393641740367023","GDSC2"
"Serdemetan","1133","WSU-DLCL2","1331050","DLBC","blood","B_cell_lymphoma","2.8419892100869197",".95229300980789089","10",".021328225462372678","-.71195729826548004","GDSC2"
"Serdemetan","1133","OCI-LY7","1659819","DLBC","blood","B_cell_lymphoma",".4700705099912611",".72693352884206741","10",".080689648964041169","-2.570185344181608","GDSC2"
"TW 37","1149","DB","906832","DLBC","blood","B_cell_lymphoma",".10314461896495712",".73963646766963997","5",".10708395143808094","-.84086334790260397","GDSC2"
"TW 37","1149","KARPAS-422","907274","DLBC","blood","B_cell_lymphoma","1.1643092494649316",".84186049291481491","5",".075186670649043649","-.092140641127118339","GDSC2"
"TW 37","1149","BC-1","910919","DLBC","blood","B_cell_lymphoma","-.26201849430664992",".71574473855061438","5",".080724190333755677","-1.0985103771429812","GDSC2"
"TW 37","1149","A4-Fuk","910934","DLBC","blood","B_cell_lymphoma","-.55365684623161371",".6720365442294034","5",".10972904131044044","-1.3042807637322142","GDSC2"
"TW 37","1149","KARPAS-1106P","1327773","DLBC","blood","B_cell_lymphoma","-.4851707176254883",".68366937719855592","5",".099729487454755669","-1.2559592138871232","GDSC2"
"TW 37","1149","SLVL","1331032","DLBC","blood","B_cell_lymphoma",".65872115324689162",".80141515384061268","5",".10419331280687631","-.44886689927189044","GDSC2"
"TW 37","1149","SU-DHL-6","1331037","DLBC","blood","B_cell_lymphoma","-1.1210833039553296",".60290891775662914","5",".085056031855377676","-1.7046381268708235","GDSC2"
"TW 37","1149","VAL","1331048","DLBC","blood","B_cell_lymphoma","-.59649911502923336",".66076104561773086","5",".083286373360757185","-1.3345088532638485","GDSC2"
"TW 37","1149","WSU-DLCL2","1331050","DLBC","blood","B_cell_lymphoma","-1.0462954188717148",".61196350032347668","5",".14860356014575712","-1.6518702658392743","GDSC2"
"Erlotinib","1168","CRO-AP2","906807","DLBC","blood","B_cell_lymphoma","3.0495589870972748",".95961386144131822","10",".097925933530688056",".048088689206663475","GDSC2"
"Erlotinib","1168","DB","906832","DLBC","blood","B_cell_lymphoma","1.6594243341484851",".9352240463796565","10",".069002866357079751","-.91138260892538969","GDSC2"
"Erlotinib","1168","DOHH-2","906842","DLBC","blood","B_cell_lymphoma","2.4184477954362671",".97415667727348487","10",".044186891125051461","-.38750441901791149","GDSC2"
"Erlotinib","1168","KARPAS-422","907274","DLBC","blood","B_cell_lymphoma","3.1563154844390069",".97725059970198158","10",".020147126020712947",".12177205136962088","GDSC2"
"Erlotinib","1168","MC116","907799","DLBC","blood","B_cell_lymphoma","2.6094499903362363",".95817981423927079","10",".2597170714717873","-.25567465454293303","GDSC2"
"Erlotinib","1168","TUR","909773","DLBC","blood","B_cell_lymphoma","2.4784916275453575",".99029132958162847","10",".047690672818267735","-.34606215051800215","GDSC2"
"Erlotinib","1168","BC-3","910918","DLBC","blood","B_cell_lymphoma","2.1997634284707734",".92693403537219188","10",".076350049641607826","-.53844042583458207","GDSC2"
"Erlotinib","1168","BC-1","910919","DLBC","blood","B_cell_lymphoma","3.0089298946207985",".99162890106058776","10",".076173588542062159",".020046479038287806","GDSC2"
"Erlotinib","1168","SCC-3","910930","DLBC","blood","B_cell_lymphoma","1.3742342882719132",".95982659909333823","10",".10828509357226128","-1.1082208525812109","GDSC2"
"Erlotinib","1168","A4-Fuk","910934","DLBC","blood","B_cell_lymphoma","2.4275489343916195",".97604700884357176","10",".020156947360735172","-.38122281054966056","GDSC2"
"Erlotinib","1168","A3-KAW","910935","DLBC","blood","B_cell_lymphoma",".56646040130177033",".91246590894086022","10",".079767864995066551","-1.6657465989428251","GDSC2"
"Erlotinib","1168","CTB-1","949088","DLBC","blood","B_cell_lymphoma","-.093990810370783079",".62402019579729306","10",".16596560622035136","-2.1215901965915602","GDSC2"
"Erlotinib","1168","Farage","1297449","DLBC","blood","B_cell_lymphoma","2.2255917667501932",".91294798056909932","10",".093561584448076274","-.52061370005303176","GDSC2"
"Erlotinib","1168","GRANTA-519","1303897","DLBC","blood","B_cell_lymphoma","4.5852740077204786",".99044448897465609","10",".066936764472669857","1.1080395948780428","GDSC2"
"Erlotinib","1168","JEKO-1","1327765","DLBC","blood","B_cell_lymphoma","2.7604662564804645",".93682480186597616","10",".05310189965876988","-.15144318846941157","GDSC2"
"Erlotinib","1168","JM1","1327768","DLBC","blood","B_cell_lymphoma","3.7433734113202921",".99233628313927158","10",".03754579663475574",".52695958481372707","GDSC2"
"Erlotinib","1168","JSC-1","1327769","DLBC","blood","B_cell_lymphoma","1.3092715335039016",".93932698161340078","10",".065487821448255448","-1.1530581627765093","GDSC2"
"Erlotinib","1168","KARPAS-1106P","1327773","DLBC","blood","B_cell_lymphoma","2.844426313443019",".9868948768652317","10",".011525601090113935","-.093493935370639353","GDSC2"
"Erlotinib","1168","NU-DUL-1","1330982","DLBC","blood","B_cell_lymphoma","2.9947755488620915",".95652430455794524","10",".099834754737783749",".010277145923320262","GDSC2"
"Erlotinib","1168","OCI-LY-19","1330984","DLBC","blood","B_cell_lymphoma","1.8191495258923176",".87220174255415817","10",".05999598375976118","-.80114024014351348","GDSC2"
"Erlotinib","1168","RC-K8","1330995","DLBC","blood","B_cell_lymphoma","3.8023687836652593",".98322629672359974","10",".053494316912713655",".56767820611241848","GDSC2"
"Erlotinib","1168","SLVL","1331032","DLBC","blood","B_cell_lymphoma","3.9809742428308885",".9902078140100552","10",".025852562063500509",".69095174036725482","GDSC2"
"Erlotinib","1168","SU-DHL-10","1331033","DLBC","blood","B_cell_lymphoma","1.6972160166785184",".98134345786004196","10",".16343889644477935","-.88529877983820759","GDSC2"
"Erlotinib","1168","SU-DHL-16","1331034","DLBC","blood","B_cell_lymphoma","2.0429076512719169",".91611189105848301","10",".052831976026067033","-.64670232395305383","GDSC2"
"Erlotinib","1168","SU-DHL-4","1331035","DLBC","blood","B_cell_lymphoma","2.7565490036805755",".95006657841996212","10",".043810366782006387","-.15414687736821592","GDSC2"
"Erlotinib","1168","SU-DHL-5","1331036","DLBC","blood","B_cell_lymphoma","1.2836819476890904",".97986800796551232","10",".079495796156926729","-1.170720101545043","GDSC2"
"Erlotinib","1168","SU-DHL-6","1331037","DLBC","blood","B_cell_lymphoma","2.7831752968102816",".99498922533137313","10",".03396648870144986","-.13576940294197068","GDSC2"
"Erlotinib","1168","SU-DHL-8","1331038","DLBC","blood","B_cell_lymphoma",".99095173401286374",".9553178125347388","10",".083619065022947178","-1.3727625709724627","GDSC2"
"Erlotinib","1168","TK","1331045","DLBC","blood","B_cell_lymphoma","2.0399682789720273",".9790271544164223","10",".020777294710684638","-.64873107947705011","GDSC2"
"Erlotinib","1168","VAL","1331048","DLBC","blood","B_cell_lymphoma","3.2382340808353667",".98295162956500215","10",".015729042189657611",".1783122878559539","GDSC2"
"Erlotinib","1168","WSU-DLCL2","1331050","DLBC","blood","B_cell_lymphoma","1.3369719613170321",".95717792531152546","10",".073902347845849981","-1.133939320313083","GDSC2"
"Erlotinib","1168","OCI-LY7","1659819","DLBC","blood","B_cell_lymphoma","2.2530250391303013",".92416157545162259","10",".020552079121399683","-.50167924833879041","GDSC2"
"CCT-018159","1170","CRO-AP2","906807","DLBC","blood","B_cell_lymphoma","1.4067975886676238",".83580060106509924","10",".092141562430969604","-1.6090542047769185","GDSC2"
"CCT-018159","1170","DOHH-2","906842","DLBC","blood","B_cell_lymphoma","2.5419190036818415",".98077812665013009","10",".082499205367837267","-.78036062955449148","GDSC2"
"CCT-018159","1170","HT","907063","DLBC","blood","B_cell_lymphoma","3.193382474150583",".90387588146543119","10",".074473088661700243","-.30476076391122953","GDSC2"
"CCT-018159","1170","MC116","907799","DLBC","blood","B_cell_lymphoma","2.2247752606170064",".93291736533183489","10",".042155344257448511","-1.011890912415492","GDSC2"
"CCT-018159","1170","RL","910861","DLBC","blood","B_cell_lymphoma","2.6535041091204343",".91433259121179677","10",".086831310801230702","-.6988981016307092","GDSC2"
"CCT-018159","1170","BC-3","910918","DLBC","blood","B_cell_lymphoma","1.5212395592115724",".86207569906466952","10",".055049342369854551","-1.5255060270479517","GDSC2"
"CCT-018159","1170","CTB-1","949088","DLBC","blood","B_cell_lymphoma","2.8042765473671265",".88559460670704326","10",".08784903710146251","-.58882692400775072","GDSC2"
"CCT-018159","1170","Farage","1297449","DLBC","blood","B_cell_lymphoma","3.3848001848515725",".97257171297765366","10",".0092101844954485621","-.16501657008002737","GDSC2"
"CCT-018159","1170","JEKO-1","1327765","DLBC","blood","B_cell_lymphoma","2.8460582734260114",".94137073959120721","10",".033674093415487508","-.55832424166141537","GDSC2"
"CCT-018159","1170","JM1","1327768","DLBC","blood","B_cell_lymphoma","3.2366046855485555",".98317229739649092","10",".011739610624623836","-.27320645754484246","GDSC2"
"CCT-018159","1170","NU-DUL-1","1330982","DLBC","blood","B_cell_lymphoma","2.1642809416497855",".9061512339602813","10",".14290419408215049","-1.0560546933137356","GDSC2"
"CCT-018159","1170","OCI-LY-19","1330984","DLBC","blood","B_cell_lymphoma","2.218433208703118",".90568452998923854","10",".039861292885752103","-1.0165209172812715","GDSC2"
"CCT-018159","1170","SU-DHL-16","1331034","DLBC","blood","B_cell_lymphoma","1.9308668518472369",".90601096420781424","10",".042028462746432009","-1.2264582766020835","GDSC2"
"CCT-018159","1170","SU-DHL-4","1331035","DLBC","blood","B_cell_lymphoma","2.7501823512842343",".94973567756417787","10",".01057291197380745","-.62831830542103639","GDSC2"
"CCT-018159","1170","OCI-LY7","1659819","DLBC","blood","B_cell_lymphoma","1.3500057929770037",".83754461856695839","10",".068749675423486964","-1.6505149644733355","GDSC2"
"Rucaparib","1175","CRO-AP2","906807","DLBC","blood","B_cell_lymphoma","2.9834361065483326",".9794372162619307","5",".11828591777983331","-.94462297987774324","GDSC2"
"Rucaparib","1175","DB","906832","DLBC","blood","B_cell_lymphoma","2.7732534773949702",".94356847391623055","5",".090912368757536999","-1.1424543435198704","GDSC2"
"Rucaparib","1175","DOHH-2","906842","DLBC","blood","B_cell_lymphoma","1.9729327951111122",".98597285057918382","5",".0044119403681085415","-1.8957446252380943","GDSC2"
"Rucaparib","1175","HT","907063","DLBC","blood","B_cell_lymphoma","5.0982386832935349",".97908755760228683","5",".039705744791932195","1.0459043975589328","GDSC2"
"Rucaparib","1175","KARPAS-422","907274","DLBC","blood","B_cell_lymphoma","4.5519410018819499",".98425277143179613","5",".06433626120855529",".53170959609735191","GDSC2"
"Rucaparib","1175","MC116","907799","DLBC","blood","B_cell_lymphoma","2.7253169856759087",".98681919718592992","5",".022132581397980144","-1.1875738739168464","GDSC2"
"Rucaparib","1175","TUR","909773","DLBC","blood","B_cell_lymphoma","3.1076155194811448",".98605834972450046","5",".010038636272200996","-.8277409012029554","GDSC2"
"Rucaparib","1175","RL","910861","DLBC","blood","B_cell_lymphoma","3.8864828660195014",".98169037288594829","5",".027795274752607898","-.09464326186579218","GDSC2"
"Rucaparib","1175","BC-3","910918","DLBC","blood","B_cell_lymphoma","3.3684284736052508",".99388040428547053","5",".019749629445210342","-.58225447552762","GDSC2"
"Rucaparib","1175","BC-1","910919","DLBC","blood","B_cell_lymphoma","2.3447499562125542",".95533601503612475","5",".059930098279678885","-1.5457770931801955","GDSC2"
"Rucaparib","1175","SCC-3","910930","DLBC","blood","B_cell_lymphoma","2.3979446110604425",".96422178520477542","5",".049938528770875401","-1.4957083926913868","GDSC2"
"Rucaparib","1175","A4-Fuk","910934","DLBC","blood","B_cell_lymphoma","4.1047114616306679",".98825380735778456","5",".056136497505204899",".11076125148227374","GDSC2"
"Rucaparib","1175","A3-KAW","910935","DLBC","blood","B_cell_lymphoma","1.5776051464511385",".91967972369235151","5",".070111179251763744","-2.2678410641058981","GDSC2"
"Rucaparib","1175","CTB-1","949088","DLBC","blood","B_cell_lymphoma","4.3622646621930929",".96896967580343674","5",".033768189528485801",".35317948120420289","GDSC2"
"Rucaparib","1175","Farage","1297449","DLBC","blood","B_cell_lymphoma","2.2193662893957868",".95467647230397701","5",".069018504010637874","-1.6637926584280356","GDSC2"
"Rucaparib","1175","GRANTA-519","1303897","DLBC","blood","B_cell_lymphoma","3.3893575760524719",".95654526680872554","5",".025731465897735634","-.56255526016611446","GDSC2"
"Rucaparib","1175","JEKO-1","1327765","DLBC","blood","B_cell_lymphoma","3.9185673870733408",".98961440922968114","5",".027308880085299855","-.064444169878727031","GDSC2"
"Rucaparib","1175","JM1","1327768","DLBC","blood","B_cell_lymphoma","2.5562148969789371",".9834932284183302","5",".011520325589090297","-1.3467387722550623","GDSC2"
"Rucaparib","1175","JSC-1","1327769","DLBC","blood","B_cell_lymphoma","3.2768005735197798",".97618245830622241","5",".055375741907992798","-.66849791293531757","GDSC2"
"Rucaparib","1175","KARPAS-1106P","1327773","DLBC","blood","B_cell_lymphoma","2.9583937847845583",".97100421578211282","5",".037108101355961841","-.96819370350627643","GDSC2"
"Rucaparib","1175","NU-DUL-1","1330982","DLBC","blood","B_cell_lymphoma","2.1362793041882324",".94875466775864215","5",".14753889604755813","-1.7419970830788003","GDSC2"
"Rucaparib","1175","OCI-LY-19","1330984","DLBC","blood","B_cell_lymphoma","1.8147999174650429",".92590556624689635","5",".1332972665294114","-2.044584912122835","GDSC2"
"Rucaparib","1175","SLVL","1331032","DLBC","blood","B_cell_lymphoma","2.8982364425437575",".95175727244176334","5",".044455668229337317","-1.0248159329289566","GDSC2"
"Rucaparib","1175","SU-DHL-10","1331033","DLBC","blood","B_cell_lymphoma","2.8523566714992556",".98665383885254676","5",".030233030829535375","-1.0679996046999458","GDSC2"
"Rucaparib","1175","SU-DHL-16","1331034","DLBC","blood","B_cell_lymphoma","3.2929861658790958",".99392475008642778","5",".022892210766139006","-.65326345792494334","GDSC2"
"Rucaparib","1175","SU-DHL-4","1331035","DLBC","blood","B_cell_lymphoma","3.6947115927122156",".99253256821251468","5",".02552252299090628","-.27514520276636595","GDSC2"
"Rucaparib","1175","SU-DHL-5","1331036","DLBC","blood","B_cell_lymphoma","1.8106175446539461",".96200451576290258","5",".11264720484258264","-2.0485215101176926","GDSC2"
"Rucaparib","1175","SU-DHL-6","1331037","DLBC","blood","B_cell_lymphoma","2.5815745453704331",".97739039092065239","5",".050893392436278904","-1.3228693695219094","GDSC2"
"Rucaparib","1175","SU-DHL-8","1331038","DLBC","blood","B_cell_lymphoma","3.4800000489116965",".99528674454695598","5",".051056085919261307","-.4772393419008108","GDSC2"
"Rucaparib","1175","TK","1331045","DLBC","blood","B_cell_lymphoma","3.2194105680547525",".98442720536694261","5",".038701324098782047","-.72251542659145918","GDSC2"
"Rucaparib","1175","VAL","1331048","DLBC","blood","B_cell_lymphoma","2.3480445633635583",".93020649619630713","5",".037199382499961187","-1.5426760917892925","GDSC2"
"Rucaparib","1175","WSU-DLCL2","1331050","DLBC","blood","B_cell_lymphoma","2.8685794763407233",".97817597105035003","5",".041886916311245186","-1.0527301239782736","GDSC2"
"Rucaparib","1175","OCI-LY7","1659819","DLBC","blood","B_cell_lymphoma","2.489818992775902",".97314540719472431","5",".021673098692735555","-1.4092329580098433","GDSC2"
"Niraparib","1177","CRO-AP2","906807","DLBC","blood","B_cell_lymphoma","1.7449226379013938",".87037406463733802","10",".12608380038440836","-1.5625777629200002","GDSC2"
"Niraparib","1177","DB","906832","DLBC","blood","B_cell_lymphoma","4.2535920558781299",".96829927231339263","10",".027153097054380255",".09220103564048969","GDSC2"
"Niraparib","1177","DOHH-2","906842","DLBC","blood","B_cell_lymphoma",".60113496681848155",".7533760370860958","10",".060173284631653258","-2.3170476721874294","GDSC2"
"Niraparib","1177","HT","907063","DLBC","blood","B_cell_lymphoma","5.1510699082143594",".9688980163279447","10",".029034118769906969",".68419905322758279","GDSC2"
"Niraparib","1177","KARPAS-422","907274","DLBC","blood","B_cell_lymphoma","2.7674972394061843",".90697865646085585","10",".04634179376616572","-.88806291517202929","GDSC2"
"Niraparib","1177","MC116","907799","DLBC","blood","B_cell_lymphoma","2.1807661352540104",".92947193937326911","10",".033678049422858299","-1.2750848897094522","GDSC2"
"Niraparib","1177","TUR","909773","DLBC","blood","B_cell_lymphoma","4.3919534384738288",".99342333470188615","10",".18018320813461577",".1834675376427882","GDSC2"
"Niraparib","1177","RL","910861","DLBC","blood","B_cell_lymphoma","2.7786912665741395",".921672447905587","10",".017248358025844689","-.88067906511378535","GDSC2"
"Niraparib","1177","BC-3","910918","DLBC","blood","B_cell_lymphoma","3.2321255927381363",".97973763693866711","10",".0095323003832505724","-.58158285733966797","GDSC2"
"Niraparib","1177","BC-1","910919","DLBC","blood","B_cell_lymphoma","2.0017713127722363",".88946549807657238","10",".090045228194659543","-1.3931541877893179","GDSC2"
"Niraparib","1177","SCC-3","910930","DLBC","blood","B_cell_lymphoma","2.6072619302046691",".9407946539293629","10",".14128831961723298","-.99375798625130329","GDSC2"
"Niraparib","1177","A4-Fuk","910934","DLBC","blood","B_cell_lymphoma","1.3319245394300723",".81274518068361501","10",".098349588218479875","-1.8350012605314652","GDSC2"
"Niraparib","1177","A3-KAW","910935","DLBC","blood","B_cell_lymphoma","2.0069594132931172",".8985920295288099","10",".053990979484444764","-1.3897319916700388","GDSC2"
"Niraparib","1177","CTB-1","949088","DLBC","blood","B_cell_lymphoma","3.1815917109596201",".9063556487934592","10",".084962590211616174","-.61491622345671226","GDSC2"
"Niraparib","1177","Farage","1297449","DLBC","blood","B_cell_lymphoma","1.3592415038546872",".83158389932889398","10",".1620270935272578","-1.8169823325503758","GDSC2"
"Niraparib","1177","GRANTA-519","1303897","DLBC","blood","B_cell_lymphoma","3.6794395040480823",".94311532999396452","10",".077579253318556279","-.28652382268461635","GDSC2"
"Niraparib","1177","JEKO-1","1327765","DLBC","blood","B_cell_lymphoma","3.3528538456097086",".96314802064605987","10",".040118724200170479","-.5019475926022956","GDSC2"
"Niraparib","1177","JM1","1327768","DLBC","blood","B_cell_lymphoma","2.9405949965531226",".97397635436255625","10",".013507481122250323","-.77388346348638581","GDSC2"
"Niraparib","1177","JSC-1","1327769","DLBC","blood","B_cell_lymphoma","2.7769732369212767",".93185618587046704","10",".065974041227501293","-.88181231887152778","GDSC2"
"Niraparib","1177","KARPAS-1106P","1327773","DLBC","blood","B_cell_lymphoma","2.1512835015034191",".89444918840499843","10",".061625315101742129","-1.2945323453632744","GDSC2"
"Niraparib","1177","NU-DUL-1","1330982","DLBC","blood","B_cell_lymphoma",".94383339644626452",".78197005376467854","10",".19765677384953706","-2.0909955301298311","GDSC2"
"Niraparib","1177","OCI-LY-19","1330984","DLBC","blood","B_cell_lymphoma","1.5223473845936879",".84335478220964177","10",".11814566146625703","-1.7093937633138943","GDSC2"
"Niraparib","1177","RC-K8","1330995","DLBC","blood","B_cell_lymphoma","3.7436340043760121",".94588514055557338","10",".022982357119613422","-.24417958339759374","GDSC2"
"Niraparib","1177","SLVL","1331032","DLBC","blood","B_cell_lymphoma","2.2393410016311051",".87869149707737371","10",".063755878918776043","-1.2364474963906054","GDSC2"
"Niraparib","1177","SU-DHL-10","1331033","DLBC","blood","B_cell_lymphoma","2.4582508135248409",".94469740530866653","10",".23419377532164984","-1.0920493094781285","GDSC2"
"Niraparib","1177","SU-DHL-16","1331034","DLBC","blood","B_cell_lymphoma","3.0240689492406756",".97484795030656224","10",".026611786146622556","-.71882203285324653","GDSC2"
"Niraparib","1177","SU-DHL-4","1331035","DLBC","blood","B_cell_lymphoma","2.5898446879620458",".94081970641831258","10",".19631217991366687","-1.0052468189312704","GDSC2"
"Niraparib","1177","SU-DHL-5","1331036","DLBC","blood","B_cell_lymphoma","1.0354841935735219",".81066233208762439","10",".051879196046455203","-2.0305404558699189","GDSC2"
"Niraparib","1177","SU-DHL-6","1331037","DLBC","blood","B_cell_lymphoma","2.3758062516200527",".93485594059011556","10",".049210174745102794","-1.1464317291461139","GDSC2"
"Niraparib","1177","SU-DHL-8","1331038","DLBC","blood","B_cell_lymphoma","1.3526844542669676",".84389044228355803","10",".13638849861744023","-1.8213075204611924","GDSC2"
"Niraparib","1177","TK","1331045","DLBC","blood","B_cell_lymphoma","4.2883072251864043",".98991883622891397","10",".012620386230577192",".11509999783460009","GDSC2"
"Niraparib","1177","VAL","1331048","DLBC","blood","B_cell_lymphoma","1.6970316757356925",".83611828173307512","10",".13889270807805376","-1.5941677955749924","GDSC2"
"Niraparib","1177","OCI-LY7","1659819","DLBC","blood","B_cell_lymphoma","1.8282911682962795",".88792485149682765","10",".15807551843541617","-1.5075858713714256","GDSC2"
"MK-1775","1179","CRO-AP2","906807","DLBC","blood","B_cell_lymphoma","-1.0716352960892943",".51115275257935222","10",".10057321723419183","-1.2030551426166152","GDSC2"
"MK-1775","1179","DB","906832","DLBC","blood","B_cell_lymphoma","-1.0221872953734887",".51662065031430071","10",".10469331002379896","-1.1682286513762685","GDSC2"
"MK-1775","1179","DOHH-2","906842","DLBC","blood","B_cell_lymphoma","-.39510474950421415",".60942479586516662","10",".045113120056406254","-.7265710620996636","GDSC2"
"MK-1775","1179","HT","907063","DLBC","blood","B_cell_lymphoma","-.98194728279136978",".51989256753642965","10",".1845209663194072","-1.139887395401997","GDSC2"
"MK-1775","1179","KARPAS-422","907274","DLBC","blood","B_cell_lymphoma",".3389996764165476",".68574409043240181","10",".11799506247956967","-.2095373905915443","GDSC2"
"MK-1775","1179","MC116","907799","DLBC","blood","B_cell_lymphoma","-.59597716774440057",".57971894838992177","10",".11932191987879194","-.8680465800781485","GDSC2"
"MK-1775","1179","TUR","909773","DLBC","blood","B_cell_lymphoma","-.59791023973223523",".57832434233492247","10",".082180089532445863","-.86940805301288271","GDSC2"
"MK-1775","1179","RL","910861","DLBC","blood","B_cell_lymphoma","-.46893081659211577",".59034822520516317","10",".17146664211013959","-.77856715580470626","GDSC2"
"MK-1775","1179","BC-3","910918","DLBC","blood","B_cell_lymphoma","-1.6715043936853904",".42547325161698935","10",".080024052868953491","-1.6255461547983743","GDSC2"
"MK-1775","1179","BC-1","910919","DLBC","blood","B_cell_lymphoma","-1.2263365631087491",".48949525372789826","10",".1032093468602041","-1.3120120719713226","GDSC2"
"MK-1775","1179","SCC-3","910930","DLBC","blood","B_cell_lymphoma","-1.1250334193401077",".50367027088294436","10",".15365547048492215","-1.2406637262746998","GDSC2"
"MK-1775","1179","A4-Fuk","910934","DLBC","blood","B_cell_lymphoma","-1.6298996283701075",".43517665319393328","10",".12067144464061029","-1.5962436961785207","GDSC2"
"MK-1775","1179","A3-KAW","910935","DLBC","blood","B_cell_lymphoma","-1.6209362403673722",".43364521759365082","10",".087975871683176526","-1.5899307340922435","GDSC2"
"MK-1775","1179","CTB-1","949088","DLBC","blood","B_cell_lymphoma","-1.2098012615554463",".49300891083289822","10",".11095712802391455","-1.300366170693892","GDSC2"
"MK-1775","1179","Farage","1297449","DLBC","blood","B_cell_lymphoma","-1.1585798190197565",".49893731428219323","10",".1158451863838126","-1.2642906348994405","GDSC2"
"MK-1775","1179","GRANTA-519","1303897","DLBC","blood","B_cell_lymphoma","-.43612004600259918",".58899156455737667","10",".1387158987817137","-.75545835468062816","GDSC2"
"MK-1775","1179","JEKO-1","1327765","DLBC","blood","B_cell_lymphoma","-2.0432207566465532",".37762854937811385","10",".11582404788591522","-1.8873479763313228","GDSC2"
"MK-1775","1179","JM1","1327768","DLBC","blood","B_cell_lymphoma","-1.5659641827022237",".44034896211372565","10",".10080955888867012","-1.551213620012297","GDSC2"
"MK-1775","1179","JSC-1","1327769","DLBC","blood","B_cell_lymphoma","-1.1539213398428954",".49960534431157033","10",".094401171222958019","-1.261009643112154","GDSC2"
"MK-1775","1179","KARPAS-1106P","1327773","DLBC","blood","B_cell_lymphoma","-.18160685316016506",".63223834203746865","10",".12439915224587139","-.57620335240009224","GDSC2"
"MK-1775","1179","NU-DUL-1","1330982","DLBC","blood","B_cell_lymphoma","-2.2848813141687705",".34254385535305198","10",".087080338354047229","-2.0575507988489705","GDSC2"
"MK-1775","1179","OCI-LY-19","1330984","DLBC","blood","B_cell_lymphoma","-1.2311616331368103",".4888452592898257","10",".058659842728665403","-1.3154103945856608","GDSC2"
"MK-1775","1179","RC-K8","1330995","DLBC","blood","B_cell_lymphoma","-.15322600353071142",".62365319540624375","10",".10619491068345589","-.55621456828939653","GDSC2"
"MK-1775","1179","SLVL","1331032","DLBC","blood","B_cell_lymphoma","-.35837884738880493",".60267950101913992","10",".14440657413288197","-.70070481291262021","GDSC2"
"MK-1775","1179","SU-DHL-10","1331033","DLBC","blood","B_cell_lymphoma","-.72371775670182648",".56117858471364979","10",".11901544589906737","-.95801495974896711","GDSC2"
"MK-1775","1179","SU-DHL-16","1331034","DLBC","blood","B_cell_lymphoma","-1.003254257399808",".52121612508782778","10",".11017992118033448","-1.1548940115202879","GDSC2"
"MK-1775","1179","SU-DHL-4","1331035","DLBC","blood","B_cell_lymphoma","-.80767133656606127",".54851290385695495","10",".163280283632742","-1.0171439148414416","GDSC2"
