Gene_symbol,CRO-AP2,DB,GRANTA-519,JM1,JSC-1,KARPAS-1106P,KARPAS-422,NU-DUL-1,OCI-LY7,RC-K8,SCC-3,SLVL,SU-DHL-4,SU-DHL-8,TK,TUR,WSU-DLCL2
Null,Sensitive,Resistive,Resistive,Sensitive,Resistive,Sensitive,Resistive,Sensitive,Sensitive,Resistive,Sensitive,Sensitive,Sensitive,Resistive,Resistive,Resistive,Sensitive
TEX51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEX52,,,,,,,,,,,,,,,,,
TEX53,0.03,0.11,0.51,0.0,0.0,0.0,0.48,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
TEX54,,,,,,,,,,,,,,,,,
TEX101,0.13,0.3,1.53,0.15,0.03,0.29,0.92,0.24,0.03,0.07,14.17,0.03,0.23,0.07,0.11,0.03,0.0
TEX261,65.24,105.93,56.62,72.51,72.86,51.12,140.79,85.0,51.43,66.44,27.37,52.7,55.51,102.92,159.36,51.84,66.86
TEX264,26.23,10.31,7.86,15.88,25.39,18.87,35.83,22.74,19.37,12.28,15.48,15.18,17.11,16.49,27.15,33.32,22.78
TF,0.1,0.04,0.34,0.04,0.03,0.07,0.12,0.28,0.03,0.03,0.67,0.28,0.07,0.34,0.04,1.32,0.33
TFAM,52.98,105.77,78.52,120.88,51.96,51.08,81.4,82.59,53.89,61.64,44.08,84.68,47.61,67.99,83.69,40.28,44.08
TFAMP1,0.07,0.08,0.0,0.0,0.07,0.04,0.0,0.17,0.1,0.03,1.04,0.03,0.0,1.11,0.0,0.9,0.16
TFAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2A,1.35,0.61,0.1,6.57,1.3,1.39,0.6,0.59,0.32,2.71,13.26,6.24,0.3,1.88,0.11,0.0,0.46
TFAP2A-AS1,15.86,0.0,2.45,33.02,8.56,19.05,2.16,0.0,4.54,0.53,22.34,13.79,0.0,23.14,0.0,0.0,0.33
TFAP2A-AS2,,,,,,,,,,,,,,,,,
TFAP2B,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2C,0.0,0.04,0.0,0.38,0.03,0.0,0.08,0.14,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.03
TFAP2D,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2E,0.59,2.36,4.11,1.75,0.57,1.04,7.31,3.24,1.31,1.79,6.73,0.34,2.46,2.99,1.8,9.94,7.05
TFAP4,12.09,15.52,11.19,9.99,13.98,7.22,26.16,11.13,14.99,5.86,12.03,11.52,8.62,19.92,33.03,13.99,8.43
TFB1M,17.84,31.91,26.46,19.34,10.07,17.55,33.99,20.12,23.05,18.34,26.9,13.73,34.85,62.55,18.86,32.73,32.53
TFB2M,61.08,85.01,82.29,145.89,52.06,43.65,88.63,63.97,35.45,51.38,25.62,51.76,20.2,47.26,107.01,50.25,28.15
TFCP2,56.45,87.4,60.22,118.15,38.64,75.61,101.05,15.38,17.84,1.22,23.31,30.99,30.29,0.24,31.2,41.49,36.58
TFCP2L1,0.03,0.04,0.17,0.08,0.03,0.0,0.04,0.17,0.86,12.38,0.0,0.25,0.0,0.0,0.0,0.0,0.07
TFDP1,204.9,274.11,142.66,508.38,192.13,260.21,394.92,391.54,131.38,196.84,146.85,192.24,448.1,455.35,1096.7,376.66,150.84
TFDP2,8.62,30.39,20.85,104.09,12.78,12.26,11.62,72.37,67.45,11.35,17.15,31.49,25.18,146.76,219.72,22.44,1.84
TFDP3,0.07,0.0,0.07,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.07
TFE3,33.4,30.47,36.01,7.45,27.03,58.81,32.31,0.1,25.09,31.88,50.21,48.16,19.31,26.2,30.33,62.55,37.1
TFEB,8.95,30.16,55.36,18.05,14.25,78.79,89.38,32.12,24.36,73.66,10.22,98.99,38.0,60.4,16.84,20.81,49.64
TFEC,0.2,0.04,3.23,0.08,0.77,113.46,0.0,0.0,0.03,3.11,0.0,19.44,5.38,0.07,0.0,5.3,7.44
TFF1,0.69,0.11,0.85,0.08,0.07,0.0,0.48,1.19,0.19,0.0,0.0,0.06,0.0,0.1,0.04,0.59,0.1
TFF2,0.26,0.08,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.13
TFF3,0.0,0.04,0.31,16.45,0.0,0.04,0.08,0.1,0.0,0.03,0.0,0.03,0.07,0.13,0.07,0.0,0.0
TFG,81.29,27.73,73.79,69.85,65.64,55.98,50.84,46.49,40.82,54.75,50.11,115.27,12.46,35.3,72.85,85.82,29.3
TFIP11,53.15,28.53,37.44,36.44,36.73,48.8,60.67,32.89,33.69,35.26,22.81,21.52,25.64,29.69,31.05,21.89,33.91
INHCAP,0.23,0.23,1.29,0.27,0.13,0.25,0.92,0.73,0.38,0.17,1.0,0.43,0.69,0.57,0.26,3.08,0.23
TFPI,25.6,0.3,0.54,0.3,37.87,0.82,0.48,0.31,0.26,0.86,5.86,0.62,0.16,0.37,0.45,0.24,0.03
TFPI2,0.0,0.08,1.29,1.18,0.0,46.58,0.24,0.56,0.03,0.03,0.0,0.25,0.46,0.54,0.52,0.0,0.03
TFPT,28.84,32.56,35.94,42.98,39.31,34.35,85.91,54.76,40.44,32.31,68.97,45.37,32.98,59.15,68.2,58.91,83.39
TFR2,0.13,14.3,0.17,1.22,0.2,3.11,10.46,1.15,7.9,0.07,45.25,0.09,16.72,3.09,0.04,8.62,9.48
TFRC,133.35,170.28,110.86,224.02,127.96,161.44,222.86,230.93,68.66,558.27,125.14,234.23,59.18,31.84,256.13,28.33,40.56
TG,0.79,1.67,0.0,0.04,1.2,0.68,7.79,0.03,2.3,0.03,0.03,0.0,0.72,0.0,0.0,0.14,0.0
TGDS,33.63,99.65,41.66,67.98,29.67,32.35,48.49,26.96,11.89,38.5,37.42,62.07,37.93,38.26,33.33,52.81,20.97
TGFA,0.07,0.04,0.24,0.08,10.07,2.11,0.16,0.14,0.0,0.13,18.09,0.0,0.16,0.07,0.0,4.78,0.26
TGFA-IT1,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
TGFB1,2.58,103.26,84.78,61.03,436.15,134.63,162.31,95.63,71.03,55.95,248.95,217.27,72.82,34.43,58.12,200.49,90.83
TGFB1I1,0.03,0.08,0.27,0.27,0.03,0.11,0.04,0.45,0.03,0.0,3.62,0.03,0.1,0.1,0.04,6.51,0.1
TGFB2,0.07,0.04,0.31,0.11,0.07,0.11,0.12,0.1,0.03,0.07,0.13,0.03,0.1,0.03,0.04,0.07,0.07
TGFB2-AS1,0.0,0.0,0.17,0.08,0.0,0.07,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2
TGFB2-OT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGFB3,0.63,0.34,1.19,0.68,1.74,0.43,1.4,0.49,0.86,0.26,6.13,0.31,0.62,0.57,0.3,0.97,0.23
TGFB3-AS1,0.66,0.0,0.0,0.08,0.33,0.21,0.76,0.21,0.19,0.1,0.3,0.12,0.49,0.17,1.27,0.07,0.0
TGFBI,0.0,0.34,0.54,0.42,0.0,0.07,0.56,0.56,0.06,0.03,14.07,0.0,0.79,0.54,0.07,0.03,0.86
TGFBR1,22.36,10.19,25.64,33.44,8.5,21.84,16.69,21.03,26.53,22.48,10.58,24.1,14.66,9.64,55.31,97.66,6.55
TGFBR2,0.0,0.11,1.09,41.88,2.54,7.19,0.16,62.85,60.93,7.05,94.36,0.03,9.67,9.91,70.23,30.86,16.69
TGFBR3,0.4,0.04,3.57,1.86,1.74,0.32,0.08,0.14,0.06,15.72,1.34,2.33,0.03,0.03,9.07,6.89,0.07
TGFBR3L,0.56,0.19,0.14,1.37,0.87,0.29,1.04,1.5,0.26,0.89,9.18,0.43,0.3,0.5,0.04,0.17,0.33
TGFBRAP1,41.42,39.67,37.75,36.06,45.43,40.18,51.76,45.83,23.49,47.9,20.7,72.29,43.18,17.5,37.65,64.94,35.39
TGIF1,0.0,0.23,4.56,15.16,0.0,1.97,26.44,9.21,12.05,0.99,56.44,1.96,0.23,4.57,10.01,10.18,0.16
TGIF1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGIF2,35.74,90.18,80.25,67.41,50.78,75.25,70.21,52.56,53.77,55.45,33.13,93.03,54.16,93.28,100.75,48.31,42.4
TGIF2-RAB5IF,1.06,1.26,2.55,0.68,1.04,1.75,1.92,1.64,1.98,1.39,1.14,1.3,1.34,1.34,2.74,1.8,1.15
TGIF2LX,0.2,1.03,0.0,0.0,0.0,1.18,0.08,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
TGIF2LY,0.0,0.11,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGIF2P1,0.56,0.08,0.0,0.42,0.13,0.54,0.88,1.33,0.42,0.5,0.07,0.65,0.0,0.07,1.72,0.42,0.23
TGM1,2.01,1.83,2.35,2.2,2.14,1.72,6.43,1.12,1.34,2.02,1.67,2.27,1.87,1.78,1.69,2.46,1.58
TGM2,0.36,0.19,0.82,0.23,0.33,4.11,0.28,0.45,0.13,0.1,50.68,0.5,1.28,0.24,0.07,0.14,2.67
TGM3,0.3,0.04,0.0,0.0,0.0,0.04,0.08,0.03,0.0,0.0,0.44,0.03,0.0,0.03,0.0,1.8,0.0
TGM4,0.0,0.04,0.03,0.11,0.0,0.0,0.08,0.07,0.0,0.0,0.0,0.12,0.0,0.1,0.0,3.46,0.0
TGM5,0.1,0.0,0.58,0.04,0.0,0.11,0.0,0.03,0.0,0.73,0.03,3.29,0.0,0.0,0.0,60.85,0.0
TGM6,0.0,0.0,0.0,0.11,0.03,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGM7,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGOLN2,48.62,101.67,169.59,103.4,107.46,80.07,256.25,133.86,73.9,99.28,133.05,181.5,81.97,155.02,122.84,139.05,120.0
TGS1,62.6,153.13,63.22,73.3,38.64,47.65,66.14,56.19,41.68,21.75,35.57,92.38,42.03,37.99,66.78,35.91,36.67
TH,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
TH2LCRR,0.26,2.05,2.96,1.79,0.3,1.0,3.24,0.31,0.29,47.97,0.5,1.24,1.25,0.57,0.11,0.03,0.4
THA1P,0.26,0.0,0.0,0.0,0.17,0.21,0.0,0.0,0.13,0.03,2.51,0.09,0.3,0.0,0.04,0.28,0.3
THADA,11.03,19.51,15.34,12.31,11.71,12.4,14.62,10.99,8.18,0.3,9.14,10.84,9.57,7.96,14.92,15.0,8.69
THAP1,15.36,29.13,15.57,16.8,14.59,21.84,22.57,10.04,19.59,14.04,17.28,13.63,14.46,13.87,16.54,16.14,19.95
THAP2,3.67,5.48,9.83,7.14,3.28,5.65,3.71,3.87,7.58,4.27,7.3,3.04,5.97,5.27,4.76,5.78,8.59
THAP3,14.14,8.06,4.76,17.67,11.54,8.58,8.83,5.37,7.8,14.4,15.17,8.97,6.07,11.19,10.87,14.93,24.1
THAP4,67.85,40.09,39.07,38.27,75.41,40.39,84.03,24.38,49.29,49.56,63.24,58.04,49.54,39.44,58.68,38.23,77.17
THAP5,28.11,50.36,55.53,45.87,31.58,23.52,18.89,12.31,30.37,47.67,22.07,31.61,17.48,14.28,13.84,12.4,14.98
THAP5P1,0.73,6.05,3.94,3.15,1.81,2.07,1.68,3.45,2.21,1.82,0.6,0.9,2.43,4.13,2.81,0.87,1.48
THAP6,9.45,12.06,9.05,6.54,13.38,7.11,9.83,3.66,6.74,7.61,4.69,9.25,5.7,6.05,6.41,6.75,11.88
THAP7,47.6,16.01,19.32,21.51,38.34,21.91,22.93,22.6,34.36,20.96,18.93,30.87,18.33,18.71,15.9,17.42,21.27
THAP7-AS1,3.04,2.59,1.67,0.84,3.41,3.47,8.47,2.23,9.27,3.87,1.98,2.73,2.82,3.16,2.77,0.45,6.02
THAP8,21.5,11.68,4.05,16.49,16.93,10.12,14.38,8.82,13.75,2.38,3.18,2.08,15.02,10.65,13.76,6.06,12.08
THAP9,3.37,14.57,14.76,11.86,4.18,4.93,5.03,7.74,16.27,4.54,2.14,2.67,6.43,8.46,5.14,7.52,17.05
THAP9-AS1,17.11,48.11,83.31,48.6,25.56,26.13,36.26,45.03,66.39,22.97,35.27,50.83,48.03,35.87,18.11,62.1,61.1
THAP10,0.0,0.0,6.09,0.0,2.58,0.04,0.0,0.07,0.0,0.1,6.67,4.6,0.0,0.03,0.0,5.02,0.03
THAP11,80.83,73.44,38.12,54.27,128.13,41.4,101.89,53.68,78.25,36.41,99.65,27.14,62.0,82.13,98.43,55.52,59.49
THAP12,20.81,122.39,55.02,53.66,21.61,35.85,53.52,40.46,55.24,30.16,20.77,39.16,44.82,26.81,54.22,26.56,39.44
THAP12P1,0.03,0.0,0.0,0.04,0.03,0.04,0.0,0.0,0.1,0.0,0.03,0.06,0.0,0.0,0.07,0.03,0.0
THAP12P2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THAP12P3,0.03,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.16,0.0,0.04,0.0,0.3
THAP12P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THAP12P5,0.0,0.04,0.07,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
THAP12P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
THAP12P7,0.46,3.35,1.56,0.57,0.54,1.68,0.6,0.31,1.53,0.66,1.04,1.27,0.36,0.3,1.84,1.0,0.03
THAP12P8,0.4,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
THAP12P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBD,0.0,0.04,0.03,0.04,0.94,0.0,0.12,0.0,0.0,0.0,21.94,0.03,0.0,0.0,0.0,10.56,0.4
THBS1,0.03,0.46,0.61,0.76,0.0,0.14,0.36,0.45,0.03,0.03,50.85,0.0,1.11,0.71,0.15,0.03,0.36
THBS2,0.2,3.12,2.01,0.15,0.0,0.0,1.8,0.45,0.0,0.0,0.0,0.0,0.13,0.03,0.0,0.03,0.03
THBS3,6.51,6.66,17.34,5.66,8.2,4.18,18.05,5.2,13.91,2.68,33.3,4.25,11.51,6.05,3.41,34.39,11.69
THBS4,0.69,0.95,0.07,0.27,0.3,0.86,1.4,7.01,4.09,0.1,2.11,0.28,0.46,3.02,0.67,2.46,0.23
THEG,0.13,0.0,0.0,0.04,0.23,0.32,0.0,0.0,0.22,0.0,0.03,0.87,0.1,0.0,0.0,0.0,0.07
THEGL,0.1,0.0,0.0,0.04,0.17,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.0
THEM4,42.35,47.47,6.5,54.0,31.85,33.53,62.35,21.31,8.44,36.05,31.86,21.77,5.7,18.91,4.65,23.83,12.44
THEM5,2.08,12.29,5.24,0.23,0.37,0.0,0.8,0.14,0.0,0.0,0.3,0.06,0.07,0.0,0.0,0.0,0.0
THEM6,45.75,7.57,16.9,14.21,63.83,13.33,13.5,22.29,23.4,11.19,24.92,23.44,20.98,2.02,0.0,58.77,35.26
THEM7P,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.49,0.0,0.0,0.77,0.03,0.0,0.0,0.0,0.0,0.0
THEMIS,22.59,0.0,0.03,0.0,2.61,0.04,0.04,0.03,0.0,7.88,0.03,0.19,0.0,0.0,0.0,0.0,0.0
THEMIS2,7.27,0.46,28.73,3.23,0.03,40.22,14.22,0.14,10.84,71.8,102.16,229.76,5.34,0.17,0.41,24.28,2.77
THEMIS3P,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THG1L,19.92,21.76,47.64,24.97,17.76,26.74,41.74,26.93,26.34,41.94,54.13,28.1,36.52,35.17,32.4,20.78,25.41
THNSL1,3.3,0.04,13.36,7.03,1.54,7.26,0.04,0.0,12.05,0.23,11.89,11.21,0.03,2.52,1.46,3.64,0.03
THNSL2,0.0,0.0,0.2,0.04,0.0,0.0,4.63,0.63,0.0,0.33,13.1,0.0,0.0,0.0,2.55,0.0,0.0
THOC1,19.79,42.71,10.78,36.44,13.32,17.55,27.32,25.81,22.92,18.84,22.14,19.04,13.44,20.96,22.76,17.66,11.59
THOC2,35.15,96.57,57.91,132.32,58.24,129.66,55.44,65.54,42.99,29.63,39.02,41.3,26.2,44.74,100.0,58.25,58.4
THOC3,16.35,21.57,19.69,40.28,21.04,21.77,23.92,40.28,16.08,21.05,32.19,9.75,23.54,63.22,36.18,12.47,17.28
THOC5,22.56,12.89,31.9,20.41,22.21,20.55,22.65,19.71,16.81,20.62,21.61,19.0,16.43,26.47,14.29,19.36,20.25
THOC6,51.33,64.73,69.78,98.8,45.93,48.12,82.47,57.76,50.73,41.02,76.31,23.54,53.15,98.29,80.88,53.3,23.11
THOC7,90.71,136.62,69.47,131.18,89.12,108.71,135.15,102.99,104.53,72.56,67.43,80.3,135.93,116.02,74.69,195.47,137.25
THOC7-AS1,0.0,0.65,0.27,1.56,0.0,0.0,1.96,1.43,0.0,0.0,0.0,0.03,0.1,0.07,0.0,0.0,0.0
THOP1,38.81,87.33,46.04,59.21,35.76,60.06,51.72,54.48,42.93,82.46,23.28,100.98,66.56,119.38,94.08,32.69,32.49
THPO,8.79,0.0,2.14,0.53,3.81,0.39,28.76,0.07,0.03,0.0,21.4,0.09,0.95,0.03,0.79,0.0,0.0
THRA,4.99,5.97,4.56,4.18,29.74,4.04,0.96,3.1,1.98,1.99,8.91,5.59,11.61,2.72,7.57,38.16,4.58
THRAP3,152.21,205.73,164.15,286.38,162.59,183.46,194.94,262.77,150.37,152.68,83.77,125.2,117.48,144.07,253.66,154.67,130.5
THRAP3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03
THRB,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03
THRB-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRB-IT1,0.17,0.23,0.07,0.04,0.1,0.11,0.08,0.56,0.03,0.13,0.1,0.06,0.03,0.13,0.07,0.03,0.0
THRIL,0.79,0.0,0.0,0.0,1.04,1.47,0.0,0.0,1.66,0.66,1.0,1.55,0.0,0.0,1.09,0.94,0.53
THRSP,0.03,0.42,2.72,5.02,0.0,0.11,0.08,1.12,0.13,0.07,1.64,0.0,0.0,2.28,0.0,0.0,0.0
THSD1,0.92,0.23,0.41,0.3,0.64,1.0,1.48,0.94,0.06,0.53,9.65,0.22,0.23,1.65,1.31,6.65,0.23
THSD4,0.1,0.04,0.07,0.0,0.27,0.25,0.04,0.0,0.03,0.89,0.44,0.12,0.03,0.03,0.0,0.0,0.0
THSD4-AS1,0.07,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THSD7A,0.66,4.6,0.03,0.04,0.0,1.25,0.64,0.03,0.0,0.3,0.0,0.16,0.0,0.1,0.9,0.0,0.0
THSD7B,0.79,0.11,0.0,0.0,6.93,0.11,0.04,0.0,0.58,0.13,0.03,2.98,1.74,1.28,0.0,0.0,0.07
THSD8,,,,,,,,,,,,,,,,,
THTPA,8.92,10.5,3.2,3.27,11.04,9.04,86.83,9.24,8.15,2.09,4.69,7.64,6.85,7.79,3.94,2.77,11.26
THUMPD1,45.88,58.65,49.92,45.53,75.07,48.51,53.64,27.9,46.64,40.42,43.95,48.75,23.41,17.77,50.51,31.17,28.11
THUMPD1P1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THUMPD2,6.24,27.99,18.16,42.37,13.75,13.94,20.69,23.93,12.5,10.86,126.22,13.17,14.26,13.4,27.97,18.98,12.77
THUMPD3,42.31,34.15,27.85,34.54,32.65,12.94,35.87,27.07,23.05,30.92,23.51,29.34,21.25,25.53,17.21,51.26,19.65
THUMPD3-AS1,16.02,15.97,13.3,16.3,10.5,12.23,21.25,17.13,26.6,18.47,12.56,10.12,10.2,13.7,16.72,17.8,11.46
THUMPD3P1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.0,0.03,0.0
THY1,0.0,0.19,1.77,0.04,0.0,0.0,0.32,0.0,0.0,0.86,0.0,0.0,38.85,0.07,0.0,0.0,0.0
THYN1,59.72,83.11,34.38,62.28,30.64,38.93,34.59,13.64,43.19,54.29,18.29,46.33,50.0,85.45,99.51,47.52,64.46
TIA1,48.59,99.65,74.68,102.98,39.91,56.3,100.25,74.05,51.75,33.27,28.71,44.0,41.11,71.72,107.2,89.7,43.13
TIAF1,2.87,3.35,1.7,7.75,2.64,2.25,2.88,2.3,4.44,0.43,0.67,0.9,5.51,2.86,3.04,1.84,3.06
TIAL1,49.25,67.05,77.43,101.84,49.51,75.5,65.38,72.16,59.3,59.72,70.34,70.05,44.36,63.89,49.42,92.75,57.87
TIAM1,0.13,0.34,6.43,18.32,0.0,5.93,1.28,12.94,7.61,1.09,4.39,18.32,2.2,4.97,5.4,6.58,0.72
TIAM2,0.76,2.32,3.84,0.8,0.43,9.47,2.4,1.6,1.69,3.97,0.87,10.0,4.62,2.59,0.37,1.11,9.45
TICAM1,0.0,28.03,24.25,2.93,27.17,21.7,34.67,30.48,57.47,34.2,26.33,44.53,49.34,2.28,17.21,21.37,34.7
TICAM2,0.2,0.04,1.22,0.04,0.1,3.22,0.2,0.28,0.1,1.75,0.37,1.3,0.13,0.13,0.34,0.73,0.36
TICRR,8.23,18.48,18.74,41.65,9.37,17.02,7.51,9.87,31.23,17.64,14.77,10.5,16.26,33.89,54.89,26.91,13.96
TIE1,0.33,0.08,0.24,0.23,0.23,9.12,0.2,0.1,0.22,0.2,0.6,1.12,0.07,0.13,0.19,0.24,0.0
TIFA,26.06,64.43,152.99,125.67,76.88,120.4,36.11,995.38,154.71,185.95,45.02,120.64,91.38,172.08,63.4,23.27,178.69
TIFAB,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.03,0.0
TIGAR,57.64,21.72,22.61,23.86,36.57,50.4,41.5,28.04,22.44,42.21,2.04,93.34,18.36,14.21,19.95,0.94,28.61
TIGD1,9.51,21.41,28.87,19.04,8.06,12.87,32.43,31.36,25.25,14.2,12.83,6.86,9.38,39.57,14.62,11.95,10.53
TIGD2,12.42,13.65,12.96,10.41,20.84,14.05,5.79,11.82,10.48,12.78,12.8,8.54,6.89,6.32,11.02,9.21,15.04
TIGD3,2.71,2.24,2.86,4.6,3.95,0.79,2.48,2.13,2.84,1.82,0.33,1.06,5.18,2.12,4.65,0.76,4.02
TIGD4,3.63,1.79,1.33,2.36,4.95,1.93,1.48,2.34,1.69,1.26,2.48,1.58,0.52,3.26,2.29,0.21,2.7
TIGD5,9.15,1.98,2.58,6.12,27.4,6.36,4.91,8.44,8.37,4.67,9.75,5.22,4.72,2.08,13.69,17.11,11.29
TIGD6,3.86,3.08,7.24,2.96,2.21,4.0,5.71,2.76,3.26,5.23,3.28,2.64,2.26,1.78,1.84,2.77,3.88
TIGD7,7.0,7.42,5.64,4.37,4.38,0.61,3.43,7.67,4.28,1.62,1.11,1.77,1.51,0.81,12.9,11.74,5.4
TIGIT,0.17,5.67,0.82,0.04,0.0,13.08,0.72,0.52,0.38,2.75,3.25,0.16,0.33,0.54,0.37,0.0,0.03
TIMD4,68.97,0.0,0.07,0.04,53.06,0.57,0.0,0.03,0.93,0.0,0.03,0.12,0.0,0.0,0.04,0.0,0.0
TIMELESS,47.67,170.28,78.79,445.6,58.28,142.96,90.82,127.09,141.03,61.14,31.05,51.21,142.72,101.88,129.13,38.96,50.43
TIMM8A,32.07,37.5,40.37,130.84,27.47,31.64,39.1,34.28,22.15,15.26,19.33,14.66,17.87,35.74,39.41,25.11,8.1
TIMM8AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMM8B,62.27,133.92,109.02,70.42,131.74,93.84,83.31,71.43,69.78,58.53,51.42,66.98,93.44,103.93,105.66,34.74,65.55
TIMM8BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMM8BP2,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMM9,66.53,73.33,76.92,82.01,90.83,74.18,80.32,53.15,74.99,102.89,144.91,63.38,69.05,74.03,89.46,90.98,71.83
TIMM9P1,0.0,1.48,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0
TIMM9P2,0.0,4.53,2.11,1.03,0.07,0.0,2.64,1.95,0.0,0.0,0.0,0.12,0.89,1.75,0.11,0.0,0.0
TIMM9P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMM10,114.33,135.52,270.89,134.52,83.1,184.24,182.76,163.89,237.44,160.69,97.51,135.17,117.41,172.22,168.54,80.35,81.84
TIMM10B,50.34,67.24,86.54,29.83,46.8,36.71,56.63,37.18,39.13,37.44,25.39,45.55,24.26,34.6,31.42,50.49,18.14
TIMM13,110.89,127.26,122.18,79.92,149.74,89.76,105.12,63.44,69.27,52.74,34.74,79.9,122.79,120.12,140.31,69.16,69.36
TIMM17A,112.51,88.96,76.0,170.09,66.21,67.17,103.92,88.17,53.0,91.93,35.0,61.48,58.43,60.36,77.39,56.66,23.54
TIMM17B,109.7,64.32,50.23,45.79,79.52,82.54,87.39,120.4,50.09,60.51,42.17,46.86,52.1,61.97,71.58,100.99,35.85
TIMM17BP1,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
TIMM21,17.28,22.71,9.83,23.79,11.27,8.58,40.38,18.8,10.26,16.32,14.67,18.17,14.43,16.29,26.36,13.3,6.02
