Gene_symbol,A3-KAW,A4-Fuk,BC-1,DB,DOHH-2,Farage,GRANTA-519,JSC-1,KARPAS-1106P,KARPAS-422,RC-K8,SCC-3,SLVL,SU-DHL-10,SU-DHL-5,SU-DHL-6,SU-DHL-8,TK,TUR,VAL
Null,Sensitive,Resistive,Resistive,Resistive,Sensitive,Sensitive,Resistive,Sensitive,Resistive,Resistive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Resistive,Resistive,Resistive,Resistive
,,,,,,,,,,,,,,,,,,,,
SNRPFP3,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPFP4,0.24,1.19,0.0,0.8,0.54,0.0,0.37,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0
SNRPG,107.92,220.11,86.89,160.28,189.18,205.93,211.69,119.73,163.51,300.58,170.69,125.65,83.56,259.22,254.66,117.07,167.31,249.27,117.61,294.42
SNRPGP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP2,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP3,0.51,0.0,0.11,0.0,0.0,0.44,0.0,0.33,0.82,0.4,0.33,1.94,0.16,0.11,0.0,0.11,0.24,1.12,2.91,0.0
SNRPGP4,9.82,1.93,0.0,0.57,0.58,0.0,1.22,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP5,0.0,0.98,0.0,0.0,0.29,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP8,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP10,0.0,0.32,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.4,0.0,0.1,0.06,0.28,0.42,0.22,0.0,0.0,0.07,0.33
SNRPGP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP12,0.27,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP14,29.74,12.39,6.5,10.99,10.44,7.1,15.85,2.41,30.96,19.89,8.54,8.78,5.96,9.91,26.76,21.65,4.7,13.99,148.75,13.92
SNRPGP15,8.03,2.32,0.18,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.11,0.0,0.0,0.0,0.0
SNRPGP16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP17,1.08,0.0,0.69,0.0,0.0,0.11,0.0,0.6,0.18,0.0,0.0,0.2,0.06,0.0,0.11,1.58,0.0,0.37,0.52,0.11
SNRPGP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP19,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPGP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPN,169.47,93.72,113.71,24.68,25.52,21.42,45.4,103.44,0.04,54.4,3.87,44.08,29.34,31.51,29.8,57.47,52.47,32.77,47.38,99.95
SNTA1,35.75,32.22,0.87,31.15,27.35,23.21,1.39,15.56,71.53,173.74,5.66,5.53,0.34,45.15,30.22,3.33,4.37,16.84,12.54,15.16
SNTB1,5.2,0.21,87.51,0.08,4.45,7.72,26.46,29.77,29.71,2.08,2.55,18.16,6.09,4.8,0.18,13.0,47.9,71.17,77.02,61.17
SNTB2,14.48,5.69,10.18,42.33,9.45,19.05,11.49,14.52,14.05,26.4,7.51,43.01,8.66,23.55,18.81,28.72,10.82,50.09,39.24,27.45
SNTG1,0.0,0.0,0.25,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNTG2,0.0,0.07,0.0,0.0,0.06,0.0,0.03,0.03,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNTN,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNU13,145.8,328.82,157.55,166.63,224.05,183.86,224.1,229.37,126.94,224.18,133.97,147.82,105.36,227.68,157.27,139.48,218.41,107.76,128.21,245.14
SNUPN,10.67,22.57,28.69,24.15,12.26,23.93,16.63,16.56,16.09,19.01,10.0,13.83,10.37,18.72,50.8,14.07,15.99,20.36,44.05,16.73
SNURF,4.86,2.81,2.78,1.6,0.99,1.75,2.24,2.11,0.0,4.31,0.2,1.44,1.68,1.39,0.64,4.1,1.78,1.42,1.97,6.31
SNURFL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNW1,92.16,168.73,132.94,155.45,123.86,115.88,177.07,160.18,138.49,207.36,90.87,183.39,91.26,117.82,154.2,130.29,190.79,191.45,156.3,175.48
SNX1,35.92,48.61,62.64,47.5,39.64,54.46,60.36,31.65,46.94,65.1,36.38,33.06,33.23,51.29,42.67,55.86,45.55,71.05,93.54,46.04
SNX2,33.76,53.25,39.8,138.86,53.57,48.6,47.71,52.66,84.19,84.59,31.32,37.01,42.95,61.09,71.55,59.78,62.68,88.19,99.36,111.36
SNX2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX3,98.1,144.23,187.39,219.61,203.52,354.01,179.96,237.16,175.77,185.84,112.56,99.55,95.83,209.46,86.68,164.69,434.43,158.01,187.6,225.24
SNX3P1X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX3P1Y,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX4,34.57,69.64,64.63,82.99,43.87,75.52,66.18,75.57,54.34,82.31,84.61,36.71,162.19,64.5,59.11,54.58,50.12,61.42,69.71,119.02
SNX5,125.55,88.38,61.24,111.06,103.78,175.73,64.61,99.36,111.78,96.29,83.26,34.43,102.72,92.46,116.97,75.24,200.57,78.48,80.1,57.7
SNX5P1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.04,0.0,0.0,0.0,0.1,0.0
SNX6,33.42,57.49,65.86,101.02,42.97,53.66,54.61,77.45,21.52,133.44,36.91,59.42,35.06,41.66,34.64,40.88,37.62,67.34,48.38,58.32
SNX6P1,0.14,0.11,0.0,2.17,0.1,0.0,0.31,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
SNX7,0.51,0.77,0.0,0.08,0.13,0.0,0.37,0.0,0.46,0.28,0.03,8.04,0.0,0.04,0.0,0.0,0.1,0.07,0.0,0.0
SNX8,18.5,13.23,17.54,49.14,28.27,55.37,37.78,10.87,148.53,35.51,17.31,8.11,69.68,55.55,33.16,55.42,15.96,12.97,17.97,36.12
SNX9,0.1,48.86,80.58,0.15,0.61,10.42,48.36,55.84,14.62,0.08,37.9,31.45,11.77,0.04,0.14,2.89,0.1,0.37,16.59,5.69
SNX10,19.14,4.84,96.35,93.45,42.17,75.3,20.47,32.95,30.92,48.45,7.78,12.86,20.34,151.56,38.14,118.61,1.48,1.27,64.94,27.01
SNX11,23.09,21.13,14.25,22.21,15.79,76.25,67.33,18.27,129.41,49.4,70.91,9.68,145.42,18.58,22.24,29.41,24.99,25.08,10.94,23.44
SNX12,66.06,68.51,47.56,71.81,33.46,45.68,53.22,71.43,91.55,40.82,27.61,29.61,54.96,47.03,55.68,44.21,43.53,83.84,72.35,33.39
SNX13,6.11,10.28,10.32,30.5,12.71,13.92,9.69,1.94,9.79,13.86,8.04,3.55,8.42,15.34,11.98,7.99,8.53,9.56,6.2,11.08
SNX14,11.11,17.97,43.52,34.5,19.56,28.41,26.08,49.31,34.89,43.85,25.16,13.63,18.97,29.84,16.51,34.87,25.63,38.17,39.13,21.73
SNX15,0.74,1.61,0.76,2.02,1.86,1.06,1.33,0.67,1.43,2.04,1.09,0.8,1.52,1.03,1.1,2.6,1.18,0.94,0.76,1.57
SNX16,2.4,6.0,24.97,17.72,3.07,5.72,8.77,7.59,5.58,5.23,2.52,5.56,3.79,2.13,5.16,9.71,4.77,7.91,15.97,15.93
SNX17,60.6,78.06,134.35,105.55,95.2,72.75,89.03,122.28,146.07,108.79,43.47,48.27,72.91,89.08,69.6,100.0,72.25,61.23,121.11,140.3
SNX18,43.68,71.43,119.62,0.04,2.69,5.1,2.48,68.58,21.81,1.36,2.35,43.04,4.81,5.9,1.73,5.57,5.14,9.3,33.39,4.12
SNX18P1Y,7.22,14.46,0.22,1.1,1.54,0.0,6.26,0.07,0.11,1.04,2.02,0.0,0.4,0.0,0.0,0.0,2.92,0.0,0.0,0.18
SNX18P2,0.14,0.28,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX18P3,28.66,0.98,0.97,0.08,0.1,0.04,0.14,0.7,0.97,0.08,3.05,13.23,1.8,0.0,0.0,0.29,0.07,1.54,0.03,6.78
SNX18P4,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX18P5,0.81,0.35,0.47,0.0,0.0,0.07,0.0,1.07,0.04,0.0,0.0,0.27,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0
SNX18P7,4.25,0.25,0.29,0.0,0.0,0.0,0.0,0.1,0.07,0.0,1.69,4.79,1.12,0.0,0.0,0.0,0.0,2.06,0.0,1.09
SNX18P8,0.14,0.49,0.04,0.0,0.16,0.0,0.0,0.03,0.04,0.0,0.03,0.0,0.06,0.07,0.25,0.07,0.0,0.04,0.03,0.0
SNX18P9,1.11,4.74,0.07,0.0,0.38,0.73,0.1,0.67,0.64,1.68,0.17,0.27,0.06,2.02,2.3,0.77,0.3,0.52,0.0,0.07
SNX18P10,1.99,1.26,0.65,0.0,0.0,0.0,0.17,1.0,0.11,0.32,1.82,0.0,0.34,0.0,0.0,0.0,0.1,0.0,0.03,0.0
SNX18P12,25.72,15.94,8.16,0.42,3.71,0.0,8.03,1.71,0.79,0.12,49.16,0.0,8.14,0.6,0.53,0.0,0.4,1.39,1.56,2.41
SNX18P13,22.11,7.62,0.58,0.0,0.0,0.04,2.31,0.13,2.43,0.0,4.63,0.0,0.56,0.0,0.0,2.93,0.0,0.56,0.0,1.28
SNX18P14,0.1,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.04
SNX18P23,1.35,1.09,0.87,0.0,0.29,0.0,0.14,0.3,0.36,0.0,4.6,0.0,0.47,0.0,0.0,0.07,0.0,0.04,0.0,0.0
SNX18P24,1.22,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX18P25,2.43,3.37,0.47,0.49,0.35,0.0,1.5,0.27,0.11,0.36,2.22,0.0,0.09,0.0,0.0,0.0,0.81,0.0,0.07,0.04
SNX18P26,9.25,1.58,0.83,0.08,0.45,0.0,0.88,0.07,1.57,0.0,6.36,0.1,6.06,0.04,0.0,0.44,0.0,0.37,0.0,0.26
SNX18P27,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.4
SNX19,36.69,18.71,67.08,48.99,30.96,23.42,47.61,17.56,39.36,26.32,0.76,0.03,38.13,27.31,9.72,22.27,31.64,37.83,0.94,46.18
SNX19P1,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX19P2,0.0,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.04,0.0,0.0
SNX19P3,0.0,0.04,0.0,0.0,0.03,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX20,0.03,0.6,0.04,8.25,2.56,14.54,22.41,1.2,51.51,12.78,27.81,0.87,3.42,11.37,11.67,4.03,25.16,17.81,10.39,24.13
SNX21,1.49,2.28,5.34,1.37,0.86,0.18,1.19,0.07,0.86,1.96,0.07,1.44,1.21,0.11,0.07,0.04,2.02,0.04,3.91,0.33
SNX22,2.6,1.33,2.38,3.54,19.05,121.05,14.01,1.84,62.09,59.99,4.47,1.91,2.2,87.66,12.44,35.38,13.94,12.3,3.01,9.99
SNX24,7.53,3.16,15.08,16.58,0.58,2.19,4.35,9.6,5.83,0.52,7.75,3.42,4.41,0.21,18.13,3.04,7.96,4.16,0.48,1.31
SNX25,13.1,19.48,59.94,84.89,32.85,32.31,116.67,41.75,28.88,44.01,8.51,14.67,41.58,62.98,40.51,36.26,36.48,12.11,4.81,58.29
SNX25P1,5.87,11.76,1.88,0.46,0.32,0.58,0.88,0.8,1.0,2.32,0.96,5.39,1.8,0.43,0.92,0.77,0.81,1.69,2.29,3.28
SNX27,43.38,48.37,31.47,42.07,16.75,16.54,11.32,29.57,12.26,39.34,17.41,43.98,12.33,18.86,19.23,16.7,23.41,31.23,42.7,18.66
SNX29,11.88,15.37,14.83,58.23,18.51,11.07,27.61,15.46,56.48,14.98,23.07,2.31,61.23,19.89,5.66,29.12,11.05,12.56,11.81,34.01
SNX29P1,0.2,0.91,0.07,55.68,43.45,62.99,10.81,0.13,20.45,120.7,0.66,1.07,0.75,45.32,29.34,155.89,0.0,0.6,0.83,52.38
SNX29P2,1.72,3.02,0.97,246.01,116.62,138.14,12.55,0.27,106.46,324.07,0.73,1.81,0.43,71.18,26.55,107.29,0.24,0.34,4.19,78.19
SNX30,13.57,9.55,9.6,53.13,30.84,6.16,11.39,8.2,13.66,64.78,9.43,4.69,0.81,15.27,15.77,14.25,15.96,34.5,14.23,16.18
SNX31,0.03,0.04,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,1.31,0.0,0.04,0.0,0.0,0.0,0.0,0.07,0.04
SNX32,8.24,2.67,0.9,0.53,3.23,1.71,0.99,3.78,2.25,1.28,1.03,6.97,1.58,0.78,2.26,4.91,1.24,1.31,0.42,0.62
SNX33,6.01,5.19,1.77,0.04,0.32,0.07,1.05,0.43,1.04,0.16,0.56,11.25,0.31,0.07,0.14,1.14,0.17,0.19,32.73,1.53
SNX33P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOAT1,24.34,17.27,42.65,17.57,14.89,30.86,35.94,46.3,46.4,22.21,8.04,75.37,12.17,26.71,21.53,27.58,18.51,40.35,28.43,33.94
SOAT2,0.2,3.12,0.0,1.18,0.61,0.55,0.0,1.71,0.04,0.0,0.0,0.0,0.0,6.54,0.0,23.55,0.0,0.0,0.1,10.02
SOBP,3.51,0.46,4.58,42.45,10.44,10.86,0.24,0.0,27.56,32.07,33.24,0.54,0.31,7.78,6.08,57.65,7.15,23.06,1.21,14.98
SOCS1,0.71,9.86,6.13,1.9,14.12,49.51,21.83,9.8,0.04,111.31,81.17,162.46,152.37,13.85,168.34,15.46,12.19,1.84,2.04,54.42
SOCS2,3.48,11.37,20.6,0.0,0.58,0.07,4.01,10.57,0.21,0.0,1.09,7.74,14.53,0.0,0.0,0.0,17.57,2.1,4.19,0.04
SOCS2-AS1,1.49,3.4,6.39,0.0,0.19,0.29,1.97,1.44,0.36,0.0,0.56,1.74,4.29,0.0,0.0,0.0,8.77,0.86,1.39,0.33
SOCS2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOCS2P2,0.0,0.14,0.0,3.77,2.85,0.0,0.0,0.0,0.71,0.6,0.0,0.0,0.0,0.25,0.04,2.05,0.37,0.0,0.0,0.36
SOCS3,35.92,6.7,20.6,0.08,0.19,1.42,0.54,15.66,31.42,0.36,4.9,1207.08,12.3,0.0,0.0,0.18,0.07,0.0,1.66,0.26
SOCS4,28.86,19.69,30.89,61.39,18.38,87.68,73.86,40.95,54.69,70.53,45.12,31.08,47.39,44.97,44.47,60.36,29.19,85.04,27.22,59.27
SOCS5,4.62,10.71,16.31,5.63,8.13,3.28,22.1,13.52,9.69,3.75,4.44,17.42,10.99,4.01,9.72,11.68,10.35,20.47,34.84,10.9
SOCS5P1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOCS5P2,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOCS5P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOCS5P4,1.38,1.51,0.94,0.91,0.51,1.13,5.99,0.67,4.72,0.8,1.56,0.97,1.21,3.48,1.87,2.75,0.34,1.65,0.8,3.54
SOCS5P5,0.03,0.14,0.04,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOCS6,3.31,2.46,12.31,0.04,3.11,7.29,54.89,6.56,5.72,0.08,14.14,4.79,8.51,0.0,5.41,0.04,0.03,12.11,7.0,4.74
SOCS7,19.34,15.27,26.67,39.25,24.05,9.98,48.12,13.92,11.05,27.56,15.99,22.38,21.49,8.92,20.19,9.6,25.86,29.85,19.95,23.48
SOD1,396.45,335.66,215.4,1054.12,355.4,405.09,217.43,380.41,251.99,488.9,222.36,200.78,157.78,436.71,492.4,320.54,269.5,888.45,235.6,452.88
SOD1P1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.6,0.07,0.1,0.0,0.0,0.21,0.73,0.24,0.07,0.17,0.0
SOD1P2,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOD1P3,24.88,12.92,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0
SOD2,13.1,16.99,14.18,38.07,12.39,15.45,9.39,8.63,11.65,29.28,18.31,25.93,6.83,15.38,6.79,10.0,37.22,33.07,21.16,16.22
SOD2-OT1,,,,,,,,,,,,,,,,,,,,
SOD2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOD3,0.0,0.04,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.04
SOGA1,1.25,6.91,0.43,87.02,10.47,46.26,35.74,0.54,32.67,143.02,16.32,7.44,16.68,29.3,1.31,60.15,5.95,10.69,23.0,23.58
SOGA3,0.07,0.11,0.04,1.56,0.0,0.0,0.14,0.1,0.04,0.12,0.1,0.3,0.0,0.0,0.0,0.0,0.37,0.11,0.07,0.04
SOHLH1,0.17,0.28,0.04,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOHLH2,49.69,64.34,0.04,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.07,0.74,1.58,0.0,0.0,0.0,0.0,0.0,3.26,0.0
SON,114.95,136.96,197.53,184.39,130.81,172.6,139.22,180.15,161.15,171.38,133.87,79.92,166.97,168.4,193.72,227.91,106.45,342.71,127.07,178.62
SORBS1,1.25,0.25,1.23,0.23,0.61,0.04,0.68,36.47,0.21,0.2,2.35,0.57,2.76,0.04,0.28,0.18,0.91,0.64,0.07,0.36
SORBS2,0.0,0.0,3.18,0.3,0.06,1.38,0.17,3.18,1.04,0.0,1.56,0.0,1.15,0.07,0.0,1.87,0.0,0.56,0.0,0.66
SORBS3,1.35,1.68,1.95,1.41,16.33,0.33,4.56,0.77,1.32,0.08,1.22,3.48,0.34,0.36,1.27,0.55,0.03,3.79,60.78,20.67
SORCS1,0.0,0.0,0.43,0.0,0.0,0.0,0.07,0.6,0.04,0.0,0.03,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORCS2,0.03,0.07,0.29,0.0,0.22,0.0,0.65,0.0,0.14,0.0,1.59,41.77,0.06,0.0,0.0,0.0,0.07,0.0,23.97,0.29
SORCS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORCS3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORD,35.38,44.65,42.94,52.56,7.11,35.88,6.36,35.56,3.47,53.96,13.87,31.96,9.41,18.54,2.93,6.92,4.53,62.92,50.56,12.83
SORD2P,3.54,4.63,4.37,3.73,0.45,17.63,1.16,0.87,0.46,6.35,24.17,2.34,0.81,1.95,0.28,0.29,0.34,7.8,3.05,1.28
SORL1,0.07,0.11,0.11,310.97,106.82,161.31,37.13,0.07,62.92,114.39,3.01,5.73,0.16,84.86,71.23,185.16,0.3,19.61,73.7,71.3
SORT1,0.54,12.53,0.11,0.95,13.64,0.11,18.87,0.13,0.18,0.72,0.66,5.43,0.75,0.04,0.64,10.11,0.2,84.81,0.73,10.79
SOS1,22.75,21.31,26.92,63.1,36.95,24.52,38.12,15.09,29.99,66.62,14.07,17.79,16.21,33.25,39.66,39.08,21.9,60.44,31.31,53.15
SOS1-IT1,8.24,3.58,8.8,24.23,7.4,7.98,17.28,4.15,10.08,25.84,4.54,7.07,4.22,11.97,6.12,12.09,6.99,17.17,9.84,11.59
SOS2,14.55,20.67,33.2,37.81,15.59,24.95,40.33,22.55,33.96,49.32,20.89,29.14,23.54,23.37,27.47,34.65,23.92,47.09,32.35,41.19
SOST,0.03,0.04,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.04,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOSTDC1,0.07,1.16,0.0,0.04,0.0,0.0,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.04
SOWAHA,0.03,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
SOWAHB,0.03,0.39,0.0,0.04,0.0,0.0,0.1,0.0,0.0,0.04,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
SOWAHC,0.03,0.07,0.07,0.04,0.06,0.11,0.03,0.07,0.21,0.0,1.82,25.19,0.06,0.0,0.0,0.0,0.0,0.11,0.45,0.18
SOWAHD,13.3,16.53,61.24,0.46,5.54,16.39,4.83,26.86,30.96,0.88,8.34,0.0,3.01,0.96,1.03,23.48,0.71,10.95,48.1,9.88
SOX1,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX1-OT,47.26,2.7,0.0,0.0,0.13,0.0,0.0,0.0,44.11,0.0,0.5,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX2,0.17,0.11,0.04,0.0,0.22,0.0,0.07,0.03,1.04,0.12,0.03,0.03,0.0,0.04,0.0,0.0,0.0,0.07,0.03,0.04
SOX2-OT,0.17,0.07,0.11,0.04,0.38,0.04,0.0,0.07,0.04,0.04,0.03,0.0,0.03,0.0,0.04,0.0,0.03,0.04,0.0,0.26
SOX3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX4,40.34,12.43,0.07,28.64,10.21,47.18,9.11,0.1,29.89,12.78,88.52,29.91,6.65,1.07,2.05,41.83,178.53,148.41,45.13,12.25
SOX5,1.38,16.74,26.52,0.0,0.03,0.0,0.0,17.63,0.07,1.44,0.36,0.37,0.09,0.18,17.82,0.0,0.0,0.0,0.0,0.0
SOX5-AS1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX5P1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX6,0.17,0.18,0.14,0.19,0.1,0.04,0.27,0.13,0.07,0.16,0.3,0.03,0.06,0.0,0.0,0.0,0.1,0.04,0.03,0.07
SOX7,0.27,0.84,0.54,0.87,0.51,0.69,0.41,0.13,0.43,0.6,0.63,0.2,0.31,0.18,0.07,0.11,0.74,0.37,0.28,0.62
SOX8,0.0,0.0,0.0,0.0,1.92,0.0,1.02,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.4
SOX9,0.07,2.63,0.04,13.84,15.11,1.38,2.38,28.87,0.14,16.97,0.07,0.0,1.09,0.04,0.18,0.0,0.03,0.04,0.0,3.21
SOX9-AS1,0.0,0.0,0.0,0.08,0.99,0.04,0.03,0.07,0.04,0.04,0.03,0.07,0.03,0.0,0.07,0.0,0.0,0.0,0.0,0.04
